Symbol,Company Name,Market Cap,Stock Price,% Change,Industry,Volume,PE Ratio,Ent. Value,MC Group,Sector,Change 1W,Change 1M,Change 6M,Change 3M,Change YTD,Change 1Y,Change 5Y
NFLX,"Netflix, Inc.",420255332700,979.41,2.66%,Entertainment,4105307,55.52,427012733700,Mega-Cap,Communication Services,16.59%,8.04%,51.67%,28.50%,10.18%,102.20%,201.26%
TMUS,"T-Mobile US, Inc.",253195708200,217.61,-0.26%,Telecom Services,688409,24.88,352302708200,Mega-Cap,Communication Services,1.86%,-0.97%,19.85%,-2.06%,-1.16%,32.10%,165.98%
MCD,McDonald's Corporation,201621037000,283.08,0.62%,Restaurants,656359,24.70,253811037000,Mega-Cap,Consumer Discretionary,-0.34%,-3.87%,9.36%,-10.65%,-2.95%,-6.38%,33.24%
DIS,The Walt Disney Company,197048381400,110.09,1.17%,Entertainment,2656285,40.00,236861381400,Large-Cap,Communication Services,0.58%,-2.87%,13.65%,12.62%,-2.28%,16.93%,-24.21%
VZ,Verizon Communications Inc.,164954351550,39.19,0.60%,Telecom Services,9108899,16.96,334167351550,Large-Cap,Communication Services,2.02%,-2.45%,-6.42%,-10.87%,-2.60%,-0.97%,-35.43%
T,AT&T Inc.,160152472800,22.54,0.96%,Telecom Services,10154539,18.15,303909472800,Large-Cap,Communication Services,1.87%,-1.89%,16.74%,3.05%,-1.98%,33.89%,-23.28%
CMCSA,Comcast Corporation,141576239000,37.11,,Telecom Services,3994283,9.97,234126239000,Large-Cap,Communication Services,1.67%,-2.90%,-7.41%,-8.44%,-1.12%,-14.39%,-21.54%
SBUX,Starbucks Corporation,110708880580,97.61,-0.12%,Restaurants,2547955,29.44,132968780580,Large-Cap,Consumer Discretionary,5.00%,11.10%,23.29%,1.33%,7.10%,4.12%,5.62%
CMG,"Chipotle Mexican Grill, Inc.",76168781000,57.00,1.97%,Restaurants,4114435,52.05,79257031000,Large-Cap,Consumer Discretionary,-2.56%,-9.65%,4.41%,-6.37%,-7.30%,19.72%,220.99%
CHTR,"Charter Communications, Inc.",50166748800,355.11,0.65%,Telecom Services,288906,11.06,145758748800,Large-Cap,Communication Services,1.38%,0.37%,10.14%,11.85%,2.93%,-4.93%,-29.94%
AMX,"América Móvil, S.A.B. de C.V.",43123854000,14.22,0.20%,Telecom Services,915175,24.60,68799080561,Large-Cap,Communication Services,1.07%,-0.42%,-19.15%,-15.84%,-0.84%,-23.30%,-14.26%
YUM,"Yum! Brands, Inc.",35394701760,126.73,0.40%,Restaurants,423201,23.68,46130701760,Large-Cap,Consumer Discretionary,0.36%,-4.28%,-1.49%,-4.99%,-5.56%,-3.33%,18.98%
LYV,"Live Nation Entertainment, Inc.",31910289620,138.33,-0.15%,Entertainment,508829,147.19,34598310620,Large-Cap,Communication Services,3.59%,3.81%,45.53%,19.60%,6.84%,55.40%,85.34%
CHT,"Chunghwa Telecom Co., Ltd.",29835152700,38.69,2.27%,Telecom Services,15882,25.80,29445005449,Large-Cap,Communication Services,1.18%,0.59%,3.93%,-0.50%,0.48%,-0.21%,3.70%
QSR,Restaurant Brands International Inc.,19663581715,61.22,1.12%,Restaurants,716199,15.25,34264581715,Large-Cap,Consumer Discretionary,0.60%,-8.89%,-16.31%,-15.66%,-6.67%,-19.50%,-6.60%
TKO,"TKO Group Holdings, Inc.",11606373376,152.66,6.81%,Entertainment,740722,,14137690376,Large-Cap,Communication Services,4.35%,3.08%,40.08%,15.15%,4.12%,91.15%,
WBD,"Warner Bros. Discovery, Inc.",24654358500,10.20,1.49%,Entertainment,9890441,,61527358500,Large-Cap,Communication Services,2.66%,-5.99%,15.92%,33.11%,-4.92%,-2.90%,-68.56%
FWONK,Formula One Group,28618169887,91.31,0.35%,Entertainment,169471,79.12,29929169887,Large-Cap,Communication Services,-0.16%,-3.44%,15.48%,14.83%,-1.80%,44.34%,91.47%
FWONA,Formula One Group,28580889774,83.18,0.24%,Entertainment,33668,77.55,29891889774,Large-Cap,Communication Services,-0.35%,-2.70%,15.35%,13.42%,-1.26%,46.20%,88.58%
TEF,"Telefónica, S.A.",21986417918,3.91,0.13%,Telecom Services,502082,,62442905616,Large-Cap,Communication Services,-3.47%,-3.94%,-13.14%,-17.37%,-2.99%,-5.57%,-39.44%
FOXA,Fox Corporation,21452198936,48.24,0.20%,Entertainment,641355,11.74,24599198936,Large-Cap,Communication Services,-0.82%,-2.81%,30.50%,14.48%,-0.91%,55.14%,23.12%
DRI,"Darden Restaurants, Inc.",21748340550,185.56,-0.05%,Restaurants,180810,21.29,27867040550,Large-Cap,Consumer Discretionary,2.67%,-1.03%,29.95%,13.17%,-0.56%,16.59%,62.07%
FOX,Fox Corporation,21391944768,45.88,0.22%,Entertainment,191719,11.19,24538944768,Large-Cap,Communication Services,-0.07%,-1.59%,33.34%,18.63%,0.37%,58.64%,19.56%
VOD,Vodafone Group Public Limited Company,21300619200,8.43,0.64%,Telecom Services,3651361,8.03,65665168720,Large-Cap,Communication Services,-1.18%,-0.12%,-7.30%,-12.98%,-1.30%,-3.34%,-58.43%
TU,TELUS Corporation,21240000000,14.21,0.46%,Telecom Services,1230713,30.60,40755781464,Large-Cap,Communication Services,3.29%,2.02%,-10.62%,-12.72%,4.28%,-22.86%,-28.35%
BCE,BCE Inc.,21119351450,23.35,0.88%,Telecom Services,714100,349.82,47148199841,Large-Cap,Communication Services,1.85%,-0.04%,-30.29%,-30.67%,-0.13%,-44.46%,-51.04%
YUMC,"Yum China Holdings, Inc.",17051403600,44.81,-0.20%,Restaurants,586047,19.78,16766403600,Large-Cap,Consumer Discretionary,3.36%,-7.58%,48.09%,3.10%,-6.79%,27.38%,-2.39%
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,16830667780,16.95,-0.24%,Telecom Services,95366,12.22,19129248015,Large-Cap,Communication Services,4.39%,7.78%,-12.89%,-11.24%,2.74%,-33.80%,-39.84%
NWS,News Corporation,16545233246,31.26,0.45%,Entertainment,163620,50.19,18555233246,Large-Cap,Communication Services,2.07%,1.37%,10.39%,11.42%,2.27%,24.43%,109.70%
NWSA,News Corporation,16380672405,27.84,0.05%,Entertainment,449195,45.54,18538672405,Large-Cap,Communication Services,0.94%,-0.14%,1.64%,5.66%,1.02%,15.77%,91.99%
WMG,Warner Music Group Corp.,15658962489,29.98,-0.84%,Entertainment,589116,36.42,19251962489,Large-Cap,Communication Services,2.16%,-2.98%,-5.53%,-6.21%,-2.48%,-16.95%,
RCI,Rogers Communications Inc.,15382098849,28.48,1.35%,Telecom Services,172152,13.55,46721365708,Large-Cap,Communication Services,-1.04%,-8.31%,-25.15%,-27.78%,-8.25%,-40.43%,-44.42%
DPZ,"Domino's Pizza, Inc.",15267287840,439.99,-0.48%,Restaurants,119479,27.17,20096184840,Large-Cap,Consumer Discretionary,5.42%,3.62%,6.27%,3.48%,5.21%,3.18%,54.46%
EDR,"Endeavor Group Holdings, Inc.",9152797500,31.00,4.38%,Entertainment,2161418,,13498276500,Large-Cap,Communication Services,-2.04%,-4.84%,9.27%,1.26%,-5.08%,20.88%,
CAVA,"CAVA Group, Inc.",14137990417,123.34,-0.04%,Restaurants,576309,300.95,14140623417,Large-Cap,Consumer Discretionary,6.73%,3.65%,54.26%,-9.48%,9.39%,166.79%,
VIV,Telefônica Brasil S.A.,13722892587,8.62,1.47%,Telecom Services,228479,13.74,16140782748,Large-Cap,Communication Services,5.34%,5.60%,-2.53%,-10.82%,12.45%,-17.17%,-40.63%
TXRH,"Texas Roadhouse, Inc.",12011206564,179.48,-0.31%,Restaurants,177217,30.93,12653053564,Large-Cap,Consumer Discretionary,0.42%,-0.74%,5.02%,-0.54%,-0.22%,51.57%,208.98%
ROKU,"Roku, Inc.",11514298543,80.25,0.81%,Entertainment,636176,,9922702543,Large-Cap,Communication Services,4.01%,-1.23%,27.26%,3.38%,7.08%,-8.58%,-41.74%
LBRDK,Liberty Broadband Corporation,11060973880,78.19,1.11%,Telecom Services,233793,14.24,14672973880,Large-Cap,Communication Services,1.86%,-0.22%,35.98%,-0.15%,3.44%,-1.01%,-40.62%
LBRDA,Liberty Broadband Corporation,11094370588,77.56,1.28%,Telecom Services,32286,14.10,14717370588,Large-Cap,Communication Services,1.77%,-0.16%,36.19%,-0.57%,2.99%,-1.33%,-40.80%
BROS,Dutch Bros Inc.,9283892071,60.50,0.48%,Restaurants,450991,207.62,9931377071,Large-Cap,Consumer Discretionary,2.24%,11.38%,53.72%,71.44%,14.95%,113.36%,
FYBR,"Frontier Communications Parent, Inc.",8902286250,35.78,0.10%,Telecom Services,245256,,19148286250,Mid-Cap,Communication Services,0.68%,3.18%,33.74%,0.11%,3.03%,59.03%,
WING,Wingstop Inc.,8284024034,286.03,0.86%,Restaurants,124386,82.68,8966298034,Mid-Cap,Consumer Discretionary,4.05%,-2.44%,-23.21%,-23.03%,-0.22%,2.84%,214.04%
SKM,"SK Telecom Co., Ltd.",8089188482,21.39,1.30%,Telecom Services,98191,9.52,13550360415,Mid-Cap,Communication Services,-0.47%,-2.13%,-1.68%,-7.21%,0.33%,2.23%,-43.43%
KT,KT Corporation,8547373149,17.45,2.89%,Telecom Services,491939,11.27,13404216493,Mid-Cap,Communication Services,3.48%,5.54%,27.14%,8.58%,9.28%,34.07%,51.56%
PARAA,Paramount Global,7366319528,22.79,0.48%,Entertainment,8821,,20789319528,Mid-Cap,Communication Services,0.71%,0.18%,2.12%,4.13%,1.70%,20.83%,-47.18%
SIRI,Sirius XM Holdings Inc.,7496364200,21.86,-1.11%,Entertainment,1555945,,18095364200,Mid-Cap,Communication Services,2.51%,-4.25%,-35.10%,-18.69%,-3.07%,-59.23%,-69.09%
PARA,Paramount Global,7631077220,10.79,2.62%,Entertainment,3318316,,20884077220,Mid-Cap,Communication Services,0.67%,-1.41%,-8.77%,1.94%,0.48%,-21.57%,-72.86%
EAT,"Brinker International, Inc.",6780172341,153.69,0.71%,Restaurants,235068,37.31,8758372341,Mid-Cap,Consumer Discretionary,6.25%,13.67%,128.84%,62.85%,15.36%,292.42%,246.37%
LLYVK,Liberty Live Group,6376791255,71.18,-0.25%,Entertainment,46342,,,Mid-Cap,Communication Services,3.32%,3.42%,86.81%,28.67%,4.85%,96.10%,
LLYVA,Liberty Live Group,6362964188,69.18,-0.26%,Entertainment,13277,,,Mid-Cap,Communication Services,3.18%,2.23%,87.71%,29.23%,4.21%,92.56%,
TKC,Turkcell Iletisim Hizmetleri A.S.,6459034330,7.45,0.68%,Telecom Services,254561,15.18,7166728341,Mid-Cap,Communication Services,8.82%,13.67%,-8.53%,16.90%,13.67%,42.04%,18.78%
TEO,Telecom Argentina S.A.,6223028444,12.78,,Telecom Services,43122,10.31,8068796122,Mid-Cap,Communication Services,-2.44%,7.49%,93.34%,54.53%,1.51%,72.24%,8.95%
TIMB,TIM S.A.,6268852149,12.96,0.04%,Telecom Services,136728,10.78,8437814547,Mid-Cap,Communication Services,7.29%,5.89%,-13.26%,-15.30%,10.12%,-27.65%,
LUMN,"Lumen Technologies, Inc.",5835157500,5.80,0.78%,Telecom Services,2939445,,22015157500,Mid-Cap,Communication Services,4.25%,-2.62%,303.15%,-5.95%,8.57%,317.75%,-61.75%
USM,United States Cellular Corporation,5398846036,63.31,-0.23%,Telecom Services,28002,,8980846036,Mid-Cap,Communication Services,1.62%,2.22%,11.12%,3.66%,1.16%,45.26%,76.50%
MSGS,Madison Square Garden Sports Corp.,5242321200,220.51,0.93%,Entertainment,13195,75.08,6277591200,Mid-Cap,Communication Services,1.42%,-3.05%,11.01%,0.63%,-3.19%,15.03%,1.37%
SHAK,Shake Shack Inc.,4848919236,123.28,1.77%,Restaurants,209824,637.58,5338931236,Mid-Cap,Consumer Discretionary,3.67%,-6.00%,43.43%,9.94%,-6.67%,79.55%,72.74%
PHI,PLDT Inc.,4827771320,22.48,-0.13%,Telecom Services,10323,10.07,9688570336,Mid-Cap,Communication Services,-2.42%,4.66%,-11.82%,-13.53%,0.88%,-2.68%,9.16%
TIGO,Millicom International Cellular S.A.,4729198080,27.53,-0.90%,Telecom Services,212506,30.21,11127198080,Mid-Cap,Communication Services,1.78%,12.43%,11.93%,0.33%,9.92%,54.87%,-43.31%
LBTYA,Liberty Global Ltd.,4221173564,11.87,1.98%,Telecom Services,735439,,18850473564,Mid-Cap,Communication Services,,-6.18%,-38.02%,-44.20%,-8.39%,-39.65%,-42.01%
LBTYK,Liberty Global Ltd.,4211067243,12.14,1.76%,Telecom Services,453025,,18840367243,Mid-Cap,Communication Services,-1.00%,-7.95%,-37.57%,-44.36%,-9.21%,-41.78%,-38.98%
LBTYB,Liberty Global Ltd.,4257002217,12.10,4.76%,Telecom Services,8,,18886302217,Mid-Cap,Communication Services,,-5.10%,-37.95%,-43.98%,-6.56%,-35.71%,-40.89%
TDS,"Telephone and Data Systems, Inc.",3861580000,35.99,-1.19%,Telecom Services,126948,,8549580000,Mid-Cap,Communication Services,4.74%,7.12%,70.63%,28.68%,6.80%,96.39%,44.91%
CCOI,"Cogent Communications Holdings, Inc.",3654271322,75.55,1.36%,Telecom Services,63017,108.03,5585804322,Mid-Cap,Communication Services,2.08%,-3.62%,12.41%,-11.79%,-3.28%,-1.10%,1.06%
GSAT,"Globalstar, Inc.",3551625000,1.89,-2.58%,Telecom Services,4343054,,3922622000,Mid-Cap,Communication Services,0.54%,-4.10%,53.28%,71.56%,-9.66%,8.09%,280.55%
CNK,"Cinemark Holdings, Inc.",3586518150,29.37,0.19%,Entertainment,179383,18.20,6140118150,Mid-Cap,Communication Services,0.90%,-4.93%,37.16%,2.63%,-5.39%,105.68%,-8.43%
SG,"Sweetgreen, Inc.",3370718350,29.55,1.44%,Restaurants,674047,,3447920350,Mid-Cap,Consumer Discretionary,-11.73%,-17.01%,20.37%,-20.99%,-9.14%,174.29%,
IRDM,Iridium Communications Inc.,3250929640,29.04,-0.31%,Telecom Services,258427,30.38,4886114640,Mid-Cap,Communication Services,5.85%,-0.27%,12.86%,-2.02%,0.38%,-21.82%,9.72%
VEON,VEON Ltd.,3180263809,45.05,1.51%,Telecom Services,58407,7.97,6086263809,Mid-Cap,Communication Services,-2.07%,15.14%,69.24%,46.47%,12.10%,133.14%,-32.91%
WEN,The Wendy's Company,2888483650,14.24,0.46%,Restaurants,1149256,14.92,6469157650,Mid-Cap,Consumer Discretionary,-6.34%,-14.89%,-19.72%,-26.43%,-13.07%,-26.16%,-34.58%
MANU,Manchester United plc,2724322791,16.09,0.22%,Entertainment,28724,,3431003103,Mid-Cap,Communication Services,-1.95%,-6.41%,-3.83%,-1.89%,-7.49%,-21.97%,-19.14%
CAKE,The Cheesecake Factory Incorporated,2583119217,51.32,0.73%,Restaurants,210899,19.19,4419387217,Mid-Cap,Consumer Discretionary,4.04%,5.33%,28.05%,20.02%,7.40%,55.81%,29.22%
BATRA,"Atlanta Braves Holdings, Inc.",2359340661,40.85,0.38%,Entertainment,11100,,2986939661,Mid-Cap,Communication Services,2.13%,0.44%,-9.19%,-5.02%,-0.25%,-4.37%,37.92%
BATRK,"Atlanta Braves Holdings, Inc.",2344233815,37.90,0.08%,Entertainment,28956,,2820973815,Mid-Cap,Communication Services,2.08%,-0.86%,-10.54%,-5.49%,-1.02%,-4.34%,28.55%
IQ,"iQIYI, Inc.",1876080800,2.01,3.08%,Entertainment,9636766,9.44,3174788711,Small-Cap,Communication Services,4.84%,-4.88%,-44.29%,-19.09%,-2.99%,-46.72%,-91.84%
CABO,"Cable One, Inc.",1826413196,334.62,2.96%,Telecom Services,16015,9.88,5087533196,Small-Cap,Communication Services,-1.82%,-11.94%,-9.17%,-4.17%,-10.25%,-38.97%,-79.94%
LGF.A,Lions Gate Entertainment Corp.,1686488832,7.75,2.65%,Entertainment,165021,,5790488832,Small-Cap,Communication Services,-3.82%,-5.51%,-14.20%,-0.13%,-11.59%,-29.17%,-30.03%
LGF.B,Lions Gate Entertainment Corp.,1686490880,6.90,2.53%,Entertainment,129218,,5848190880,Small-Cap,Communication Services,-4.27%,-5.21%,-16.81%,-0.30%,-10.86%,-32.50%,-33.83%
HDL,Super Hi International Holding Ltd.,1579576271,23.86,-0.79%,Restaurants,2597,27.89,1561407271,Small-Cap,Consumer Discretionary,2.00%,-17.71%,44.65%,54.24%,-15.91%,,
SPHR,Sphere Entertainment Co.,1485420373,43.10,3.86%,Entertainment,171520,,2418181373,Small-Cap,Communication Services,-0.95%,7.24%,-3.62%,-8.39%,2.93%,31.00%,
ARCO,Arcos Dorados Holdings Inc.,1544160215,7.27,-0.89%,Restaurants,419026,10.62,3138024215,Small-Cap,Consumer Discretionary,-2.14%,-2.27%,-22.84%,-20.76%,0.69%,-40.31%,-3.41%
AMC,"AMC Entertainment Holdings, Inc.",1293186690,3.44,1.47%,Entertainment,3818525,,9179186690,Small-Cap,Communication Services,-3.42%,-18.90%,-32.34%,-20.98%,-14.82%,-24.83%,-95.28%
